retracement_bin,count,percentage
0–10%,193,77.51004016064257
10–20%,38,15.261044176706829
20–30%,11,4.417670682730924
30–40%,3,1.2048192771084338
90–100%,2,0.8032128514056224
40–50%,2,0.8032128514056224
