trading_date,range_type,direction,dr_high,dr_low,dr_range,confirmation_time,confirmation_price,extreme_type,extreme_time,maximum_retracement,maximum_retracement_percent,maximum_retracement_price,maximum_retracement_time
2024-07-30,RDR,SHORT,19140.319,19017.61,122.70899999999892,2024-07-30 10:30:00,19001.343,LOD,2024-07-30 18:01:00,0.0,0.0,18746.535,2024-07-30 18:01:00
2024-07-31,ADR,LONG,18918.354,18874.31,44.04399999999805,2024-07-30 20:45:00,18932.431,HOD,2024-07-31 20:14:00,0.0,0.0,19459.143,2024-07-31 18:39:00
2024-07-31,ODR,SHORT,19084.442,19047.208,37.23400000000038,2024-07-31 04:10:00,19035.331,LOD,2024-08-01 14:49:00,1.0,100.0,19572.586,2024-07-31 20:14:00
2024-07-31,RDR,LONG,19322.121,19168.286,153.83499999999913,2024-07-31 10:30:00,19326.92,HOD,2024-07-31 20:14:00,0.0,0.0,19459.143,2024-07-31 18:39:00
2024-08-01,ADR,SHORT,19567.575,19529.332,38.24300000000221,2024-07-31 20:35:00,19521.887,LOD,2024-08-02 10:14:00,0.0,0.0,18831.842,2024-08-01 18:04:00
2024-08-01,ODR,SHORT,19513.521,19450.597,62.92399999999907,2024-08-01 04:05:00,19414.298,LOD,2024-08-02 10:14:00,0.0,0.0,18831.842,2024-08-01 18:04:00
2024-08-01,RDR,SHORT,19507.109,19306.142,200.96700000000052,2024-08-01 10:35:00,19296.354,LOD,2024-08-02 10:14:00,0.0,0.0,18831.842,2024-08-01 18:04:00
2024-08-05,ADR,SHORT,18170.376,18073.176,97.20000000000071,2024-08-04 21:00:00,17984.332,LOD,2024-08-06 09:45:00,1.0,100.0,18320.399,2024-08-05 21:15:00
2024-08-05,ODR,LONG,17731.332,17498.186,233.145999999997,2024-08-05 04:05:00,17858.308,HOD,2024-08-06 14:54:00,0.0,0.0,17852.854,2024-08-06 09:45:00
2024-08-05,RDR,LONG,17926.054,17444.387,481.6670000000013,2024-08-05 11:10:00,18032.309,HOD,2024-08-06 14:54:00,0.15197221316801968,15.197221316801969,17852.854,2024-08-06 09:45:00
2024-08-06,ADR,LONG,18176.119,18097.321,78.79799999999886,2024-08-05 20:45:00,18207.187,HOD,2024-08-07 09:50:00,1.0,100.0,17923.153,2024-08-06 18:00:00
2024-08-06,ODR,SHORT,18185.289,18119.421,65.86800000000221,2024-08-06 04:05:00,18080.986,LOD,2024-08-07 15:57:00,1.0,100.0,18448.086,2024-08-07 09:50:00
2024-08-06,RDR,LONG,18108.142,17883.208,224.9340000000011,2024-08-06 10:40:00,18142.82,HOD,2024-08-07 09:50:00,0.8224145749419851,82.24145749419851,17923.153,2024-08-06 18:00:00
2024-08-07,ADR,LONG,18049.42,17941.61,107.80999999999769,2024-08-06 20:30:00,18064.219,HOD,2024-08-08 16:00:00,1.0,100.0,17642.309,2024-08-07 19:39:00
2024-08-07,ODR,LONG,18208.176,18126.208,81.96800000000076,2024-08-07 04:10:00,18247.008,HOD,2024-08-08 16:00:00,1.0,100.0,17642.309,2024-08-07 19:39:00
2024-08-07,RDR,SHORT,18424.109,18324.021,100.08799999999974,2024-08-07 11:40:00,18279.754,LOD,2024-08-07 19:39:00,0.0,0.0,17821.099,2024-08-07 18:35:00
2024-08-08,ADR,LONG,17828.142,17650.864,177.27799999999843,2024-08-07 21:15:00,17860.186,HOD,2024-08-09 13:30:00,0.0,0.0,18282.699,2024-08-09 08:36:00
2024-08-08,RDR,LONG,18273.22,17994.831,278.38900000000285,2024-08-08 10:45:00,18317.287,HOD,2024-08-09 13:30:00,0.0,0.0,18282.699,2024-08-09 08:36:00
2024-08-12,ADR,LONG,18529.432,18493.51,35.9220000000023,2024-08-11 22:35:00,18542.376,HOD,2024-08-13 16:08:00,0.0,0.0,18531.621,2024-08-12 18:40:00
2024-08-12,ODR,LONG,18577.843,18506.51,71.33300000000236,2024-08-12 08:25:00,18590.01,HOD,2024-08-13 16:08:00,0.6479749905373395,64.79749905373396,18531.621,2024-08-12 18:40:00
2024-08-12,RDR,LONG,18604.876,18440.443,164.4330000000009,2024-08-12 10:45:00,18636.598,HOD,2024-08-13 16:08:00,0.44550059902817934,44.550059902817935,18531.621,2024-08-12 18:40:00
2024-08-13,ADR,LONG,18560.908,18540.698,20.209999999999127,2024-08-12 20:50:00,18570.453,HOD,2024-08-14 11:58:00,0.0,0.0,18834.01,2024-08-14 10:35:00
2024-08-13,ODR,SHORT,18704.943,18645.564,59.379000000000815,2024-08-13 05:05:00,18638.598,LOD,2024-08-14 10:35:00,1.0,100.0,19075.92,2024-08-14 09:31:00
2024-08-13,RDR,LONG,18815.131,18725.898,89.23300000000017,2024-08-13 10:45:00,18849.587,HOD,2024-08-14 11:58:00,0.0,0.0,18834.01,2024-08-14 10:35:00
2024-08-14,ADR,LONG,19020.642,18995.687,24.95499999999811,2024-08-13 21:30:00,19044.564,HOD,2024-08-15 15:44:00,0.72081747144871,72.081747144871,19002.654,2024-08-14 19:47:00
2024-08-14,ODR,SHORT,19008.831,18993.575,15.255999999997584,2024-08-14 04:05:00,18977.432,LOD,2024-08-14 19:47:00,1.0,100.0,19047.621,2024-08-14 18:12:00
2024-08-14,RDR,SHORT,19040.031,18892.489,147.54199999999764,2024-08-14 10:30:00,18840.886,LOD,2024-08-14 19:47:00,1.0,100.0,19047.621,2024-08-14 18:12:00
2024-08-15,ADR,LONG,19046.032,19008.52,37.51199999999881,2024-08-14 20:35:00,19058.132,HOD,2024-08-16 02:52:00,0.0,0.0,19471.164,2024-08-15 18:08:00
2024-08-15,ODR,SHORT,19097.275,19063.642,33.63300000000163,2024-08-15 04:25:00,19050.397,LOD,2024-08-16 08:39:00,1.0,100.0,19584.332,2024-08-16 02:52:00
2024-08-15,RDR,LONG,19373.353,19254.242,119.1110000000008,2024-08-15 10:35:00,19394.297,HOD,2024-08-16 02:52:00,0.0,0.0,19471.164,2024-08-15 18:08:00
2024-08-19,ADR,LONG,19573.22,19540.675,32.54500000000189,2024-08-18 23:30:00,19583.542,HOD,2024-08-20 03:37:00,0.0,0.0,19752.119,2024-08-19 21:06:00
2024-08-19,ODR,SHORT,19510.721,19478.309,32.41200000000026,2024-08-19 04:00:00,19466.209,LOD,2024-08-20 10:43:00,1.0,100.0,19837.165,2024-08-20 03:37:00
2024-08-19,RDR,LONG,19531.209,19444.521,86.68799999999828,2024-08-19 10:50:00,19563.042,HOD,2024-08-20 03:37:00,0.0,0.0,19752.119,2024-08-19 21:06:00
2024-08-20,ADR,SHORT,19775.164,19766.619,8.545000000001892,2024-08-19 21:05:00,19758.554,LOD,2024-08-21 12:03:00,1.0,100.0,19894.519,2024-08-21 10:43:00
2024-08-20,ODR,SHORT,19831.589,19796.909,34.68000000000029,2024-08-20 04:25:00,19785.289,LOD,2024-08-21 12:03:00,1.0,100.0,19894.519,2024-08-21 10:43:00
2024-08-20,RDR,SHORT,19826.087,19726.797,99.29000000000087,2024-08-20 10:35:00,19670.031,LOD,2024-08-21 12:03:00,1.0,100.0,19894.519,2024-08-21 10:43:00
2024-08-21,ADR,LONG,19728.053,19697.976,30.07700000000113,2024-08-20 20:45:00,19732.521,HOD,2024-08-22 09:31:00,0.0,0.0,19777.799,2024-08-21 23:14:00
2024-08-21,ODR,SHORT,19739.332,19720.653,18.679000000000087,2024-08-21 05:00:00,19700.587,LOD,2024-08-22 15:57:00,1.0,100.0,19937.008,2024-08-22 09:31:00
2024-08-21,RDR,LONG,19812.642,19730.089,82.55299999999988,2024-08-21 10:35:00,19845.397,HOD,2024-08-22 09:31:00,0.4220682470655313,42.20682470655313,19777.799,2024-08-21 23:14:00
2024-08-22,ADR,SHORT,19851.687,19838.032,13.655000000002474,2024-08-21 21:30:00,19835.731,LOD,2024-08-23 12:46:00,0.0,0.0,19823.419,2024-08-23 10:28:00
2024-08-22,ODR,LONG,19834.653,19813.932,20.72099999999773,2024-08-22 05:15:00,19846.132,HOD,2024-08-23 10:28:00,1.0,100.0,19540.476,2024-08-22 18:14:00
2024-08-22,RDR,SHORT,19912.564,19806.889,105.67499999999929,2024-08-22 10:45:00,19776.653,LOD,2024-08-23 12:46:00,0.156422995031962,15.642299503196199,19823.419,2024-08-23 10:28:00
2024-08-26,ADR,LONG,19708.386,19658.889,49.49699999999939,2024-08-25 20:35:00,19720.699,HOD,2024-08-27 11:00:00,1.0,100.0,19371.354,2024-08-27 09:45:00
2024-08-26,ODR,LONG,19757.975,19714.81,43.16499999999724,2024-08-26 04:05:00,19768.465,HOD,2024-08-27 11:00:00,1.0,100.0,19371.354,2024-08-27 09:45:00
2024-08-26,RDR,SHORT,19719.586,19544.565,175.02100000000064,2024-08-26 10:30:00,19481.92,LOD,2024-08-27 09:45:00,0.17217362487931004,17.217362487931005,19574.699,2024-08-27 05:24:00
2024-08-27,ADR,SHORT,19510.854,19492.889,17.965000000000146,2024-08-26 20:50:00,19489.509,LOD,2024-08-28 14:01:00,1.0,100.0,19619.699,2024-08-28 05:04:00
2024-08-27,ODR,LONG,19545.575,19515.697,29.87800000000061,2024-08-27 04:00:00,19559.197,HOD,2024-08-28 05:04:00,1.0,100.0,19490.365,2024-08-27 19:26:00
2024-08-27,RDR,LONG,19557.642,19399.898,157.74399999999878,2024-08-27 10:30:00,19566.543,HOD,2024-08-28 05:04:00,0.42649482706156017,42.649482706156014,19490.365,2024-08-27 19:26:00
2024-08-28,ADR,LONG,19529.619,19505.897,23.721999999997934,2024-08-27 20:45:00,19532.875,HOD,2024-08-29 10:50:00,1.0,100.0,19076.886,2024-08-28 18:46:00
2024-08-28,ODR,LONG,19581.62,19560.143,21.476999999998952,2024-08-28 04:30:00,19592.976,HOD,2024-08-29 10:50:00,1.0,100.0,19076.886,2024-08-28 18:46:00
2024-08-28,RDR,SHORT,19559.932,19474.621,85.31100000000151,2024-08-28 10:40:00,19437.165,LOD,2024-08-28 18:46:00,0.0,0.0,19199.299,2024-08-28 18:07:00
2024-08-29,ADR,LONG,19176.798,19118.554,58.24399999999878,2024-08-28 20:40:00,19187.632,HOD,2024-08-30 15:59:00,0.0,0.0,19320.02,2024-08-30 12:37:00
2024-08-29,ODR,LONG,19327.789,19276.287,51.50200000000041,2024-08-29 04:10:00,19348.619,HOD,2024-08-30 15:59:00,0.15084851073745043,15.084851073745043,19320.02,2024-08-30 12:37:00
2024-08-29,RDR,SHORT,19578.698,19432.121,146.57700000000114,2024-08-29 14:30:00,19399.219,LOD,2024-08-30 12:37:00,0.9785437005805794,97.85437005805794,19575.553,2024-08-30 10:02:00
2024-09-02,ADR,LONG,19548.398,19534.875,13.523000000001048,2024-09-01 20:45:00,19557.253,HOD,2024-09-02 18:14:00,0.0,0.0,19608.232,2024-09-02 18:02:00
2024-09-02,ODR,LONG,19509.521,19467.064,42.45700000000216,2024-09-02 04:20:00,19516.543,HOD,2024-09-02 18:14:00,0.0,0.0,19608.232,2024-09-02 18:02:00
2024-09-02,RDR,LONG,19590.875,19544.575,46.29999999999927,2024-09-02 10:35:00,19600.887,HOD,2024-09-02 18:14:00,0.0,0.0,19608.232,2024-09-02 18:02:00
2024-09-03,ADR,LONG,19546.554,19514.22,32.33399999999892,2024-09-02 21:10:00,19552.321,HOD,2024-09-04 11:06:00,1.0,100.0,18778.431,2024-09-03 21:19:00
2024-09-03,ODR,SHORT,19591.789,19521.608,70.1810000000005,2024-09-03 04:35:00,19517.499,LOD,2024-09-03 21:19:00,0.0,0.0,18950.643,2024-09-03 18:25:00
2024-09-03,RDR,SHORT,19428.754,19246.187,182.5669999999991,2024-09-03 10:30:00,19213.065,LOD,2024-09-03 21:19:00,0.0,0.0,18950.643,2024-09-03 18:25:00
2024-09-04,ADR,SHORT,18929.51,18899.676,29.833999999998923,2024-09-03 20:35:00,18851.732,LOD,2024-09-05 08:24:00,1.0,100.0,18960.599,2024-09-04 21:41:00
2024-09-04,ODR,LONG,18866.076,18795.92,70.15600000000268,2024-09-04 04:30:00,18873.764,HOD,2024-09-05 10:27:00,1.0,100.0,18783.353,2024-09-05 08:24:00
2024-09-04,RDR,LONG,18946.421,18830.621,115.79999999999929,2024-09-04 10:30:00,18992.553,HOD,2024-09-05 10:27:00,1.0,100.0,18783.353,2024-09-05 08:24:00
2024-09-05,ADR,LONG,18939.387,18859.642,79.74499999999898,2024-09-04 20:45:00,18948.608,HOD,2024-09-06 09:24:00,1.0,100.0,18670.187,2024-09-06 05:16:00
2024-09-05,ODR,SHORT,18953.921,18852.897,101.0239999999976,2024-09-05 08:15:00,18806.431,LOD,2024-09-06 16:14:00,0.825011878365534,82.5011878365534,18936.243,2024-09-06 09:24:00
2024-09-05,RDR,SHORT,19088.532,18841.487,247.04499999999825,2024-09-05 11:25:00,18827.676,LOD,2024-09-06 16:14:00,0.38355765144001397,38.355765144001396,18936.243,2024-09-06 09:24:00
2024-09-09,ODR,LONG,18587.143,18542.153,44.9900000000016,2024-09-09 05:05:00,18590.599,HOD,2024-09-10 15:32:00,0.7835963547454893,78.35963547454892,18551.889,2024-09-10 05:10:00
2024-09-09,RDR,SHORT,18664.175,18588.254,75.92099999999846,2024-09-09 10:30:00,18549.809,LOD,2024-09-10 05:10:00,1.0,100.0,18704.621,2024-09-09 18:07:00
2024-09-10,ADR,SHORT,18692.564,18615.231,77.33299999999872,2024-09-10 00:30:00,18606.021,LOD,2024-09-11 10:55:00,1.0,100.0,18899.275,2024-09-11 09:22:00
2024-09-10,ODR,SHORT,18649.597,18584.786,64.81100000000151,2024-09-10 05:05:00,18557.198,LOD,2024-09-11 10:55:00,1.0,100.0,18899.275,2024-09-11 09:22:00
2024-09-10,RDR,SHORT,18768.075,18681.91,86.16500000000087,2024-09-10 11:50:00,18641.789,LOD,2024-09-11 10:55:00,1.0,100.0,18899.275,2024-09-11 09:22:00
2024-09-11,ADR,SHORT,18827.109,18785.653,41.45600000000195,2024-09-10 21:30:00,18742.732,LOD,2024-09-12 09:50:00,1.0,100.0,19315.375,2024-09-12 02:10:00
2024-09-11,ODR,SHORT,18793.653,18760.575,33.0779999999977,2024-09-11 04:35:00,18756.943,LOD,2024-09-12 09:50:00,1.0,100.0,19315.375,2024-09-12 02:10:00
2024-09-11,RDR,SHORT,18874.489,18632.108,242.3810000000012,2024-09-11 10:30:00,18589.597,LOD,2024-09-12 09:50:00,1.0,100.0,19315.375,2024-09-12 02:10:00
2024-09-12,ADR,LONG,19244.808,19209.842,34.96600000000035,2024-09-11 20:30:00,19254.343,HOD,2024-09-13 13:53:00,0.0,0.0,19382.119,2024-09-13 09:30:00
2024-09-12,ODR,SHORT,19303.854,19254.489,49.36499999999796,2024-09-12 04:00:00,19243.631,LOD,2024-09-13 09:30:00,1.0,100.0,19470.243,2024-09-13 01:42:00
2024-09-12,RDR,LONG,19314.92,19182.354,132.5659999999989,2024-09-12 10:30:00,19336.41,HOD,2024-09-13 13:53:00,0.0,0.0,19382.119,2024-09-13 09:30:00
2024-09-16,ADR,SHORT,19522.775,19500.645,22.13000000000102,2024-09-15 20:50:00,19496.481,LOD,2024-09-17 13:45:00,1.0,100.0,19603.775,2024-09-17 10:47:00
2024-09-16,ODR,LONG,19500.297,19472.318,27.97899999999936,2024-09-16 04:00:00,19517.536,HOD,2024-09-17 10:47:00,1.0,100.0,19385.387,2024-09-16 21:28:00
2024-09-16,RDR,SHORT,19440.532,19328.297,112.23500000000058,2024-09-16 10:30:00,19296.309,LOD,2024-09-17 13:45:00,1.0,100.0,19603.775,2024-09-17 10:47:00
2024-09-17,ADR,SHORT,19436.754,19417.264,19.4900000000016,2024-09-16 20:35:00,19411.299,LOD,2024-09-18 15:50:00,1.0,100.0,19652.097,2024-09-18 14:01:00
2024-09-17,ODR,LONG,19494.109,19445.942,48.16700000000128,2024-09-17 05:00:00,19502.054,HOD,2024-09-18 14:01:00,1.0,100.0,19340.42,2024-09-18 12:04:00
2024-09-17,RDR,LONG,19555.819,19482.519,73.29999999999927,2024-09-17 10:45:00,19592.298,HOD,2024-09-18 14:01:00,1.0,100.0,19340.42,2024-09-18 12:04:00
2024-09-18,ADR,LONG,19460.076,19442.897,17.179000000000087,2024-09-17 21:05:00,19462.487,HOD,2024-09-19 13:54:00,1.0,100.0,19401.608,2024-09-18 19:31:00
2024-09-18,ODR,SHORT,19475.953,19441.586,34.36700000000201,2024-09-18 04:05:00,19420.154,LOD,2024-09-18 19:31:00,0.1572147699828833,15.721476998288331,19446.989,2024-09-18 18:33:00
2024-09-18,RDR,SHORT,19478.886,19411.909,66.97699999999895,2024-09-18 11:20:00,19396.564,LOD,2024-09-18 19:31:00,0.5237618884094882,52.37618884094882,19446.989,2024-09-18 18:33:00
2024-09-19,ADR,LONG,19546.019,19408.276,137.74299999999857,2024-09-18 23:30:00,19608.786,HOD,2024-09-20 15:39:00,0.0,0.0,19625.065,2024-09-20 11:16:00
2024-09-19,ODR,LONG,19701.109,19648.486,52.62299999999959,2024-09-19 05:00:00,19705.854,HOD,2024-09-20 15:39:00,1.0,100.0,19625.065,2024-09-20 11:16:00
2024-09-19,RDR,LONG,19884.076,19755.009,129.06700000000274,2024-09-19 10:30:00,19902.508,HOD,2024-09-20 15:39:00,1.0,100.0,19625.065,2024-09-20 11:16:00
2024-09-23,ADR,LONG,19853.021,19799.309,53.711999999999534,2024-09-22 20:30:00,19869.887,HOD,2024-09-24 11:55:00,1.0,100.0,19729.72,2024-09-24 10:41:00
2024-09-23,RDR,LONG,19874.354,19819.853,54.50100000000021,2024-09-23 11:50:00,19891.575,HOD,2024-09-24 11:55:00,1.0,100.0,19729.72,2024-09-24 10:41:00
2024-09-24,ADR,LONG,19844.665,19825.864,18.80099999999948,2024-09-23 21:10:00,19861.731,HOD,2024-09-25 10:19:00,0.37886282644539065,37.886282644539065,19837.542,2024-09-25 03:11:00
2024-09-24,ODR,LONG,19928.075,19874.72,53.35499999999956,2024-09-24 04:10:00,19932.808,HOD,2024-09-25 10:19:00,1.0,100.0,19837.542,2024-09-25 03:11:00
2024-09-24,RDR,LONG,19909.099,19763.808,145.29099999999744,2024-09-24 11:45:00,19942.489,HOD,2024-09-25 10:19:00,0.4925081388385951,49.250813883859514,19837.542,2024-09-25 03:11:00
2024-09-25,ADR,SHORT,19959.376,19924.164,35.211999999999534,2024-09-24 20:55:00,19915.389,LOD,2024-09-26 11:01:00,1.0,100.0,20313.799,2024-09-26 09:11:00
2024-09-25,ODR,LONG,19883.754,19845.721,38.03299999999945,2024-09-25 06:00:00,19894.899,HOD,2024-09-26 09:11:00,0.0,0.0,20009.087,2024-09-25 18:21:00
2024-09-26,ADR,LONG,20079.599,20027.098,52.500999999996566,2024-09-25 20:30:00,20088.11,HOD,2024-09-27 08:48:00,1.0,100.0,20017.21,2024-09-27 03:45:00
2024-09-26,RDR,SHORT,20280.521,20119.143,161.3780000000006,2024-09-26 10:30:00,20100.021,LOD,2024-09-27 14:31:00,0.3529353443468013,35.293534434680126,20176.099,2024-09-27 08:48:00
2024-09-30,ADR,SHORT,20061.998,20025.954,36.04399999999805,2024-09-29 21:00:00,20011.132,LOD,2024-10-01 11:17:00,1.0,100.0,20118.686,2024-09-30 22:00:00
2024-09-30,ODR,SHORT,20022.62,19969.698,52.92199999999866,2024-09-30 04:15:00,19958.689,LOD,2024-10-01 11:17:00,1.0,100.0,20118.686,2024-09-30 22:00:00
2024-09-30,RDR,SHORT,20034.065,19926.098,107.96699999999691,2024-09-30 14:15:00,19895.109,LOD,2024-10-01 11:17:00,1.0,100.0,20118.686,2024-09-30 22:00:00
2024-10-01,ADR,LONG,20040.987,20014.454,26.532999999999447,2024-09-30 20:45:00,20063.064,HOD,2024-10-02 11:19:00,1.0,100.0,19627.476,2024-10-02 09:45:00
2024-10-01,ODR,LONG,20074.632,20007.131,67.5010000000002,2024-10-01 06:10:00,20078.242,HOD,2024-10-02 11:19:00,1.0,100.0,19627.476,2024-10-02 09:45:00
2024-10-01,RDR,SHORT,20040.199,19706.22,333.97899999999936,2024-10-01 11:05:00,19642.554,LOD,2024-10-02 09:45:00,0.2883384883480676,28.83384883480676,19802.519,2024-10-02 08:42:00
2024-10-02,ADR,LONG,19753.631,19698.709,54.9220000000023,2024-10-01 20:40:00,19755.199,HOD,2024-10-03 10:07:00,1.0,100.0,19647.942,2024-10-03 03:45:00
2024-10-02,ODR,SHORT,19754.543,19706.564,47.979000000003,2024-10-02 06:00:00,19684.976,LOD,2024-10-03 03:45:00,1.0,100.0,19863.676,2024-10-02 18:09:00
2024-10-02,RDR,LONG,19799.875,19629.61,170.26499999999942,2024-10-02 10:45:00,19845.853,HOD,2024-10-03 10:07:00,0.8923325404516572,89.23325404516572,19647.942,2024-10-03 03:45:00
2024-10-03,ADR,SHORT,19851.565,19796.576,54.98899999999776,2024-10-02 21:05:00,19771.719,LOD,2024-10-03 18:17:00,0.0,0.0,19759.189,2024-10-03 18:09:00
2024-10-03,ODR,LONG,19758.976,19662.842,96.1339999999982,2024-10-03 07:55:00,19773.886,HOD,2024-10-04 09:17:00,0.14897954937899582,14.897954937899582,19744.654,2024-10-03 18:17:00
2024-10-07,ADR,LONG,20049.021,20008.075,40.94599999999991,2024-10-06 21:30:00,20052.499,HOD,2024-10-08 15:53:00,1.0,100.0,19713.831,2024-10-07 18:33:00
2024-10-07,ODR,SHORT,20013.02,19945.297,67.72300000000178,2024-10-07 04:45:00,19935.375,LOD,2024-10-07 18:33:00,0.0,0.0,19829.989,2024-10-07 18:13:00
2024-10-07,RDR,SHORT,19987.253,19908.742,78.51100000000224,2024-10-07 14:30:00,19876.253,LOD,2024-10-07 18:33:00,0.0,0.0,19829.989,2024-10-07 18:13:00
2024-10-08,ADR,SHORT,19832.11,19783.189,48.921000000002095,2024-10-07 21:30:00,19772.621,LOD,2024-10-09 03:22:00,1.0,100.0,20104.097,2024-10-08 19:01:00
2024-10-08,ODR,LONG,19831.489,19763.009,68.4800000000032,2024-10-08 05:00:00,19854.689,HOD,2024-10-09 15:52:00,0.0,0.0,20003.308,2024-10-09 03:22:00
2024-10-08,RDR,LONG,19997.519,19886.343,111.17599999999948,2024-10-08 10:30:00,20014.719,HOD,2024-10-09 15:52:00,0.0,0.0,20003.308,2024-10-09 03:22:00
2024-10-09,ADR,LONG,20087.299,20079.489,7.809999999997672,2024-10-08 21:00:00,20089.187,HOD,2024-10-10 12:17:00,0.0,0.0,20110.954,2024-10-10 09:50:00
2024-10-09,ODR,LONG,20039.531,20009.097,30.433999999997468,2024-10-09 04:00:00,20052.21,HOD,2024-10-10 12:17:00,0.0,0.0,20110.954,2024-10-10 09:50:00
2024-10-09,RDR,LONG,20150.999,20059.153,91.84600000000135,2024-10-09 10:55:00,20168.989,HOD,2024-10-10 12:17:00,0.4360015678417967,43.600156784179674,20110.954,2024-10-10 09:50:00
2024-10-10,ODR,SHORT,20255.31,20229.521,25.78900000000067,2024-10-10 04:45:00,20221.532,LOD,2024-10-11 09:40:00,1.0,100.0,20285.199,2024-10-10 23:11:00
2024-10-10,RDR,LONG,20216.464,20120.865,95.59899999999834,2024-10-10 11:10:00,20234.998,HOD,2024-10-11 15:15:00,0.8709819140367667,87.09819140367668,20133.199,2024-10-11 09:40:00
2024-10-14,ADR,SHORT,20268.089,20239.52,28.568999999999505,2024-10-13 21:00:00,20228.987,LOD,2024-10-15 15:36:00,1.0,100.0,20482.232,2024-10-15 09:35:00
2024-10-14,ODR,LONG,20287.589,20254.875,32.71399999999994,2024-10-14 04:10:00,20291.565,HOD,2024-10-15 09:35:00,0.0,0.0,20386.232,2024-10-15 04:37:00
2024-10-14,RDR,SHORT,20490.819,20373.408,117.41100000000006,2024-10-14 11:40:00,20363.886,LOD,2024-10-15 15:36:00,0.92686375211863,92.68637521186301,20482.232,2024-10-15 09:35:00
2024-10-15,ADR,SHORT,20456.054,20441.375,14.679000000000087,2024-10-14 20:30:00,20440.864,LOD,2024-10-16 10:01:00,0.0,0.0,20221.776,2024-10-16 01:52:00
2024-10-15,ODR,SHORT,20433.689,20412.597,21.091999999996915,2024-10-15 04:15:00,20409.22,LOD,2024-10-16 10:01:00,0.0,0.0,20221.776,2024-10-16 01:52:00
2024-10-15,RDR,SHORT,20467.808,20339.276,128.53199999999924,2024-10-15 10:30:00,20265.032,LOD,2024-10-16 10:01:00,0.0,0.0,20221.776,2024-10-16 01:52:00
2024-10-16,ADR,LONG,20191.81,20171.753,20.0570000000007,2024-10-15 20:35:00,20195.587,HOD,2024-10-17 09:08:00,1.0,100.0,20103.053,2024-10-16 20:17:00
2024-10-16,RDR,LONG,20178.007,20049.565,128.44200000000274,2024-10-16 14:20:00,20201.765,HOD,2024-10-17 09:08:00,0.5835630089845997,58.35630089845997,20103.053,2024-10-16 20:17:00
2024-10-17,ADR,LONG,20148.843,20116.608,32.23500000000058,2024-10-17 01:30:00,20155.543,HOD,2024-10-18 11:31:00,0.0,0.0,20156.064,2024-10-17 20:31:00
2024-10-17,ODR,LONG,20281.242,20231.753,49.48899999999776,2024-10-17 04:00:00,20283.353,HOD,2024-10-18 11:31:00,1.0,100.0,20156.064,2024-10-17 20:31:00
2024-10-17,RDR,SHORT,20399.398,20204.253,195.14500000000044,2024-10-17 15:35:00,20191.276,LOD,2024-10-17 20:31:00,0.22684670373312116,22.684670373312116,20248.521,2024-10-17 18:51:00
2024-10-21,ODR,SHORT,20295.786,20273.31,22.47599999999875,2024-10-21 05:20:00,20266.875,LOD,2024-10-22 08:48:00,1.0,100.0,20382.843,2024-10-21 18:10:00
2024-10-21,RDR,SHORT,20388.943,20266.864,122.0789999999979,2024-10-21 10:45:00,20262.875,LOD,2024-10-22 08:48:00,0.9500323560972923,95.00323560972923,20382.843,2024-10-21 18:10:00
2024-10-22,ADR,SHORT,20360.376,20331.531,28.845000000001164,2024-10-21 20:50:00,20322.821,LOD,2024-10-23 14:19:00,1.0,100.0,20383.943,2024-10-23 03:21:00
2024-10-22,ODR,SHORT,20327.409,20288.808,38.60099999999875,2024-10-22 04:30:00,20280.554,LOD,2024-10-23 14:19:00,1.0,100.0,20383.943,2024-10-23 03:21:00
2024-10-22,RDR,LONG,20354.487,20241.042,113.44499999999972,2024-10-22 13:35:00,20378.265,HOD,2024-10-23 03:21:00,0.19050641279916297,19.0506412799163,20332.875,2024-10-22 18:20:00
2024-10-23,ADR,SHORT,20375.076,20355.586,19.4900000000016,2024-10-22 20:40:00,20347.799,LOD,2024-10-24 11:50:00,0.0,0.0,20280.076,2024-10-24 08:37:00
2024-10-23,ODR,SHORT,20376.789,20343.309,33.47999999999956,2024-10-23 04:40:00,20334.087,LOD,2024-10-24 11:50:00,0.0,0.0,20280.076,2024-10-24 08:37:00
2024-10-23,RDR,SHORT,20285.619,20219.72,65.89899999999761,2024-10-23 11:10:00,20185.232,LOD,2024-10-24 11:50:00,0.9158864322675906,91.58864322675906,20280.076,2024-10-24 08:37:00
2024-10-24,ADR,LONG,20146.897,20131.843,15.054000000000087,2024-10-23 20:30:00,20155.776,HOD,2024-10-25 10:23:00,0.0,0.0,20220.52,2024-10-25 00:08:00
2024-10-24,ODR,LONG,20239.565,20171.897,67.66799999999785,2024-10-24 04:10:00,20244.819,HOD,2024-10-25 10:23:00,0.2814476562038018,28.14476562038018,20220.52,2024-10-25 00:08:00
2024-10-24,RDR,SHORT,20225.086,20156.609,68.47699999999895,2024-10-24 11:45:00,20120.353,LOD,2024-10-25 00:08:00,1.0,100.0,20268.31,2024-10-24 21:19:00
2024-10-28,ADR,SHORT,20497.919,20471.031,26.88800000000265,2024-10-27 22:35:00,20463.389,LOD,2024-10-29 08:35:00,0.0,0.0,20413.176,2024-10-29 02:31:00
2024-10-28,ODR,LONG,20519.41,20466.075,53.33499999999913,2024-10-28 04:55:00,20525.853,HOD,2024-10-29 14:29:00,1.0,100.0,20292.019,2024-10-29 08:35:00
