retracement_bin,count,percentage
0–10%,245,41.52542372881356
10–20%,12,2.0338983050847457
30–40%,11,1.864406779661017
90–100%,272,46.101694915254235
80–90%,9,1.5254237288135595
20–30%,7,1.1864406779661016
40–50%,10,1.694915254237288
70–80%,11,1.864406779661017
60–70%,7,1.1864406779661016
50–60%,6,1.0169491525423728
