instrument,trading_date,day_of_week,range_type,dr_high,dr_low,dr_range,idr_high,idr_low,idr_range,confirmed,direction,confirmation_time,confirmation_price,dr_rule_true,retraced_into_dr,outside_dr_closed,mean_sd_up,mean_sd_down,extension_sd,extension_price,extension_time,max_retracement_sd,max_retracement_price,max_retracement_time,reached_05_sd,time_05_sd,retracement_before_extreme_sd,retracement_after_05_sd,first_retracement_occurred,first_retracement_price,first_retracement_time,first_retracement_exact
ES,2022-01-03,Monday,ADR,4792.648,4787.033,5.614999999999782,4793.148,4786.842,6.306000000000495,True,SHORT,2022-01-02 20:40:00,4786.333,True,True,True,0.0,1.101,1.101,4780.851,2022-01-03 01:38:00,0.2433,4788.399,2022-01-02 22:02:00,True,2022-01-02 21:03:00,0.2433,0.2433,True,4787.151,2022-01-02 20:45:00,0.021
ES,2022-01-03,Monday,ODR,4787.648,4784.242,3.405999999999949,4788.154,4783.633,4.52100000000064,True,SHORT,2022-01-03 04:05:00,4783.133,False,True,False,3.4334,0.6192,0.443,4782.733,2022-01-03 04:10:00,4.4334,4799.342,2022-01-03 06:25:00,False,,0.1166,,True,4784.639,2022-01-03 04:10:00,0.1166
ES,2022-01-03,Monday,RDR,4790.451,4766.251,24.199999999999818,4794.754,4755.933,38.82099999999991,True,LONG,2022-01-03 15:55:00,4795.736,True,,,0.2398,0.1454,,,,,,,False,,,,False,,,
ES,2022-01-04,Tuesday,ADR,4794.548,4790.651,3.8969999999999345,4795.399,4789.836,5.563000000000102,True,LONG,2022-01-03 21:50:00,4796.333,True,False,,3.2463,0.0,3.2463,4807.199,2022-01-04 01:09:00,0.0,4795.636,2022-01-03 22:08:00,True,2022-01-03 21:58:00,0.0,0.0,False,,,
ES,2022-01-04,Tuesday,ODR,4805.639,4802.139,3.5,4806.199,4801.336,4.862999999999374,True,LONG,2022-01-04 05:00:00,4806.648,True,True,True,3.0026,0.0857,3.0026,4816.148,2022-01-04 06:13:00,0.5151,4803.836,2022-01-04 07:28:00,True,2022-01-04 05:09:00,0.0,0.5151,True,4805.142,2022-01-04 07:25:00,0.142
ES,2022-01-04,Tuesday,RDR,4815.945,4807.839,8.105999999999767,4816.999,4805.633,11.365999999999985,True,SHORT,2022-01-04 10:35:00,4804.833,True,False,,0.0,4.2195,4.2195,4773.636,2022-01-04 13:59:00,0.0,4807.642,2022-01-04 10:41:00,True,2022-01-04 10:44:00,0.0,0.0,False,,,
ES,2022-01-05,Wednesday,ADR,4789.048,4783.733,5.3149999999996,4789.742,4783.039,6.703000000000429,True,SHORT,2022-01-04 20:35:00,4782.445,True,True,True,0.0,1.5422,1.5422,4775.536,2022-01-05 01:09:00,0.1505,4784.533,2022-01-05 01:56:00,True,2022-01-04 20:41:00,0.0,0.1505,True,4784.254,2022-01-05 01:47:00,0.098
ES,2022-01-05,Wednesday,ODR,4788.548,4784.799,3.7489999999997963,4790.599,4784.536,6.063000000000102,True,LONG,2022-01-05 04:10:00,4791.545,True,True,True,2.0675,0.2294,2.0675,4796.299,2022-01-05 05:09:00,1.2294,4783.939,2022-01-05 08:15:00,True,2022-01-05 04:15:00,0.0,1.2294,True,4788.536,2022-01-05 06:04:00,0.0032
ES,2022-01-05,Wednesday,RDR,4794.645,4780.642,14.003000000000611,4797.145,4778.839,18.306000000000495,True,SHORT,2022-01-05 12:45:00,4777.636,True,True,True,0.0,5.7706,5.7706,4699.836,2022-01-05 15:59:00,0.372,4785.851,2022-01-05 14:02:00,True,2022-01-05 13:09:00,0.372,0.372,True,4785.851,2022-01-05 14:02:00,0.372
ES,2022-01-06,Thursday,ADR,4709.945,4700.245,9.699999999999818,4711.542,4697.933,13.609000000000378,True,SHORT,2022-01-05 21:40:00,4697.799,True,True,True,0.1705,2.4239,2.4239,4676.733,2022-01-05 23:58:00,0.2633,4702.799,2022-01-05 22:03:00,True,2022-01-05 22:13:00,0.2633,0.0,True,4701.554,2022-01-05 21:58:00,0.1349
ES,2022-01-06,Thursday,ODR,4702.136,4691.233,10.903000000000247,4704.299,4687.745,16.554000000000087,True,LONG,2022-01-06 05:20:00,4706.251,True,True,True,0.816,0.0,0.816,4711.033,2022-01-06 05:40:00,0.6329,4695.236,2022-01-06 07:46:00,True,2022-01-06 05:32:00,0.0,0.6329,True,4701.745,2022-01-06 05:43:00,0.0359
ES,2022-01-06,Thursday,RDR,4716.636,4677.299,39.337000000000444,4720.651,4671.133,49.51800000000003,True,LONG,2022-01-06 12:40:00,4724.199,True,True,False,0.2215,0.0,0.2215,4725.348,2022-01-06 12:45:00,0.7051,4688.899,2022-01-06 15:56:00,False,,0.0,,True,4715.133,2022-01-06 12:51:00,0.0382
ES,2022-01-07,Friday,ADR,4714.233,4711.145,3.087999999999738,4714.299,4710.654,3.644999999999527,True,SHORT,2022-01-06 20:35:00,4710.236,True,True,True,0.0,2.9498,2.9498,4702.036,2022-01-07 00:11:00,0.3591,4712.254,2022-01-06 22:25:00,True,2022-01-06 20:40:00,0.3591,0.3591,True,4711.499,2022-01-06 20:46:00,0.1146
